id_aluna,dt_feed,age_a,motivo_n_dirige,dif_area,tot_aulas,id_inst,nota_inst,nota_escola,feed,nota
11740915,2025-11-10,35,Medo de ladeiras/subidas,Controle de embreagem (Subidas),19,Sueli Lopes,4.0,,Positivo,"A Sueli Lopes não gritou, não foi irônica. Foi 100% apoio."
3e1f7388,2023-12-15,30,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),17,Sueli Lopes,5.0,5.0,Positivo,
1332724b,2025-05-11,23,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),13,Fatima Reis,5.0,5.0,Positivo,A Fatima Reis me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
4aae01cf,2023-08-21,53,Ansiedade geral / Pânico,Controle de embreagem (Subidas),14,Sueli Lopes,4.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
b091949a,2024-02-29,50,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),18,Aline dos Santos,4.0,,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
4160ea70,2024-08-07,28,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,20,Giovana Cordeiro,4.0,4.0,Positivo,"A Giovana Cordeiro não gritou, não foi irônica. Foi 100% apoio."
c936eede,2024-02-07,39,Trânsito intenso / Agressividade,Manobras em geral (Ré),19,Giovana Cordeiro,4.0,4.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
2f2983a8,2023-02-05,30,Medo de errar e ser julgada,Dirigir à noite / Chuva,15,Maria Eduarda,4.0,4.0,Positivo,Consegui vencer meu trauma. A Maria Eduarda foi fundamental nesse processo.
a4d52c31,2023-01-15,36,Insegurança em rodovias/velocidade,Dirigir em rodovias,8,Maria Eduarda,4.0,5.0,Positivo,"A Maria Eduarda não gritou, não foi irônica. Foi 100% apoio."
1cd62537,2025-10-07,29,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),11,Aline dos Santos,5.0,5.0,Positivo,A instrutora Aline dos Santos me deu dicas que vou levar para a vida.
9b06abe0,2024-03-26,28,Trauma (acidente anterior),Dirigir à noite / Chuva,13,Aline dos Santos,4.0,4.0,Positivo,A Aline dos Santos me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
bdfa1549,2024-04-23,51,Trauma (acidente anterior),Manobras em geral (Ré),13,Aline dos Santos,4.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
cb9fbab2,2023-02-08,48,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,20,Maria Eduarda,5.0,5.0,Positivo,
bceb8a63,2025-09-03,47,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),3,Maria Eduarda,3.0,3.0,Negativo,O carro que usei na aula era muito velho e a direção era dura.
3f8cd94b,2023-11-29,41,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,18,Aline dos Santos,4.0,5.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
7a4611a2,2023-01-04,34,Trânsito intenso / Agressividade,Manobras em geral (Ré),9,Fatima Reis,3.0,4.0,Negativo,Instrutora Fatima Reis chegou atrasada e não pareceu se importar.
49e929bc,2024-11-22,33,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),5,Fatima Reis,2.0,3.0,Negativo,Faltou empatia. A Fatima Reis disse que 'era só dirigir' e que meu medo era bobo.
28afdcd9,2024-11-12,45,Ansiedade geral / Pânico,Dirigir em rodovias,17,Giovana Cordeiro,5.0,4.0,Positivo,Consegui vencer meu trauma. A Giovana Cordeiro foi fundamental nesse processo.
38221231,2023-04-14,43,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),12,Aline dos Santos,4.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
5e26e3b2,2024-07-12,50,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),8,Sueli Lopes,5.0,4.0,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
440e99b7,2024-10-13,48,Trânsito intenso / Agressividade,Manobras em geral (Ré),5,Fatima Reis,1.0,,Negativo,Instrutora Fatima Reis chegou atrasada e não pareceu se importar.
b59375b0,2024-08-05,46,Ansiedade geral / Pânico,Manobras em geral (Ré),18,Maria Eduarda,4.0,,Positivo,A instrutora Maria Eduarda foi incrível! Super paciente e me devolveu a confiança.
1c9fa5f6,2025-04-08,29,Insegurança em rodovias/velocidade,Estacionar (Baliza/Vaga de shopping),20,Aline dos Santos,4.0,5.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
f48d52e0,2023-02-04,25,Trauma (acidente anterior),Controle de embreagem (Subidas),13,Giovana Cordeiro,5.0,5.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Giovana Cordeiro!
42445b8e,2023-06-04,39,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,11,Giovana Cordeiro,5.0,5.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
54136868,2023-03-04,43,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),14,Aline dos Santos,4.0,4.0,Positivo,
b6c1d075,2023-09-04,42,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),5,Fatima Reis,2.0,3.0,Negativo,A escola mudou meu horário em cima da hora várias vezes.
b7a987cb,2024-06-21,45,Insegurança em rodovias/velocidade,Dirigir em rodovias,10,Giovana Cordeiro,2.0,,Negativo,
396540ad,2023-05-14,38,Trânsito intenso / Agressividade,Manobras em geral (Ré),12,Giovana Cordeiro,4.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
6c774ffc,2025-01-17,49,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),10,Giovana Cordeiro,3.0,4.0,Negativo,Cancelei uma aula com 24h de antecedência e mesmo assim a escola me cobrou.
0070ca37,2025-04-06,43,Medo de errar e ser julgada,Manobras em geral (Ré),13,Giovana Cordeiro,4.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
368fa931,2023-01-12,22,Medo de ladeiras/subidas,Dirigir em rodovias,12,Aline dos Santos,5.0,5.0,Positivo,A instrutora Aline dos Santos me deu dicas que vou levar para a vida.
3762b563,2025-10-31,25,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),15,Sueli Lopes,4.0,,Positivo,
819d085b,2025-01-09,38,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),9,Maria Eduarda,,4.0,,"A instrutora Maria Eduarda é calma, simpática e passa muita tranquilidade."
dc633a15,2023-09-23,54,Trânsito intenso / Agressividade,Dirigir em rodovias,9,Fatima Reis,3.0,3.0,Negativo,Terminei o pacote de aulas me sentindo mais insegura do que comecei.
142d9105,2023-09-21,32,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,16,Sueli Lopes,5.0,,Positivo,"A instrutora Sueli Lopes é calma, simpática e passa muita tranquilidade."
c0f460cc,2024-10-28,23,Trânsito intenso / Agressividade,Manobras em geral (Ré),20,Giovana Cordeiro,,5.0,,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
1413e077,2025-09-12,40,Trânsito intenso / Agressividade,Dirigir em rodovias,15,Aline dos Santos,5.0,5.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
b5ad6c02,2025-01-14,48,Trauma (acidente anterior),Controle de embreagem (Subidas),12,Maria Eduarda,5.0,5.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
023c979d,2023-07-07,31,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),18,Giovana Cordeiro,,4.0,,
2cdbefc9,2025-07-19,30,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,19,Maria Eduarda,5.0,4.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
aadfb933,2023-03-02,35,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),18,Giovana Cordeiro,5.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
9edb7d9f,2023-09-03,25,Ansiedade geral / Pânico,Manobras em geral (Ré),12,Aline dos Santos,5.0,,Positivo,
853f7493,2023-07-11,52,Trauma (acidente anterior),Dirigir à noite / Chuva,9,Aline dos Santos,4.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Aline dos Santos.
0db1a210,2024-09-12,23,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),9,Sueli Lopes,5.0,5.0,Positivo,
76ad45d5,2025-06-13,30,Medo de errar e ser julgada,Dirigir em rodovias,11,Giovana Cordeiro,5.0,4.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
8520ccb9,2025-11-11,44,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),9,Aline dos Santos,3.0,3.0,Negativo,A escola nunca atende o telefone. Difícil conseguir contato.
80fb9172,2024-01-13,28,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),18,Aline dos Santos,4.0,5.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Aline dos Santos!
91d9e62d,2025-03-18,39,Trânsito intenso / Agressividade,Manobras em geral (Ré),6,Fatima Reis,2.0,2.0,Negativo,Senti que fui enrolada. Fiz 10 aulas e aprendi menos do que em 2 com uma amiga.
942c18cf,2023-07-04,28,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),10,Fatima Reis,1.0,4.0,Negativo,
a6faba8a,2024-05-19,44,Medo de ladeiras/subidas,Dirigir à noite / Chuva,10,Sueli Lopes,5.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
9badfe0b,2025-03-25,23,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),19,Maria Eduarda,4.0,4.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Maria Eduarda funciona. Estou feliz!"
c8e8dd7a,2023-04-19,42,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),10,Giovana Cordeiro,4.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
768131dc,2023-11-27,45,Medo de ladeiras/subidas,Manobras em geral (Ré),18,Aline dos Santos,4.0,,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
77ed5ff6,2023-04-05,42,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),12,Maria Eduarda,5.0,5.0,Positivo,
869bea7f,2025-10-14,30,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),14,Sueli Lopes,4.0,,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
21f7e341,2023-07-02,30,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,9,Sueli Lopes,4.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
5b9cb819,2023-02-09,50,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),16,Sueli Lopes,4.0,5.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
360cf831,2024-12-27,43,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),17,Aline dos Santos,,4.0,,A instrutora Aline dos Santos foi incrível! Super paciente e me devolveu a confiança.
43455bb8,2024-07-23,25,Ansiedade geral / Pânico,Dirigir em rodovias,10,Giovana Cordeiro,4.0,4.0,Positivo,A Giovana Cordeiro me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
95483426,2024-08-23,35,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),7,Aline dos Santos,2.0,4.0,Negativo,Não senti segurança no método da Aline dos Santos. Muito fraco.
3839a4e8,2025-01-17,24,Ansiedade geral / Pânico,Manobras em geral (Ré),10,Maria Eduarda,5.0,4.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
b0e23905,2025-08-19,45,Medo de ladeiras/subidas,Manobras em geral (Ré),8,Maria Eduarda,4.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
2ae0bf39,2025-06-16,30,Medo de errar e ser julgada,Dirigir em rodovias,17,Sueli Lopes,5.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
22c3ca1f,2024-02-21,40,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),8,Fatima Reis,3.0,4.0,Negativo,
d8926601,2025-02-09,22,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),14,Giovana Cordeiro,5.0,5.0,Positivo,Consegui vencer meu trauma. A Giovana Cordeiro foi fundamental nesse processo.
509b22c7,2024-11-26,38,Insegurança em rodovias/velocidade,Manobras em geral (Ré),8,Maria Eduarda,4.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Maria Eduarda.
80e606d0,2023-02-16,43,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),18,Fatima Reis,4.0,4.0,Positivo,
078626ed,2024-07-05,25,Medo de ladeiras/subidas,Manobras em geral (Ré),9,Fatima Reis,1.0,2.0,Negativo,
8ca9b38f,2025-01-28,34,Medo de ladeiras/subidas,Manobras em geral (Ré),12,Giovana Cordeiro,4.0,5.0,Positivo,Consegui vencer meu trauma. A Giovana Cordeiro foi fundamental nesse processo.
f2b6509e,2024-08-04,34,Trânsito intenso / Agressividade,Manobras em geral (Ré),10,Fatima Reis,5.0,5.0,Positivo,"A instrutora Fatima Reis é calma, simpática e passa muita tranquilidade."
c3fa2111,2024-10-20,27,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,3,Fatima Reis,,2.0,,
bb1733ec,2025-10-08,52,Insegurança em rodovias/velocidade,Dirigir em rodovias,18,Maria Eduarda,5.0,4.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Maria Eduarda foram perfeitas."
1b26d1ba,2025-04-04,48,Falta de prática (anos sem dirigir),Dirigir em rodovias,10,Maria Eduarda,4.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
f9434a2e,2023-02-10,47,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),20,Maria Eduarda,5.0,5.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Maria Eduarda funciona. Estou feliz!"
25a37b66,2024-12-09,36,Medo de errar e ser julgada,Manobras em geral (Ré),8,Fatima Reis,1.0,3.0,Negativo,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
52ea3b57,2025-08-20,51,Medo de errar e ser julgada,Dirigir à noite / Chuva,12,Maria Eduarda,4.0,4.0,Positivo,Recomendo a Maria Eduarda para qualquer pessoa que tenha pânico de dirigir.
dbfe4553,2024-10-02,23,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),11,Sueli Lopes,4.0,4.0,Positivo,Consegui vencer meu trauma. A Sueli Lopes foi fundamental nesse processo.
20c98502,2023-08-24,28,Medo de ladeiras/subidas,Controle de embreagem (Subidas),15,Sueli Lopes,4.0,5.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
d9737cb5,2023-11-26,25,Ansiedade geral / Pânico,Controle de embreagem (Subidas),13,Fatima Reis,,,,"O carro da aula era novo, limpo e muito fácil de dirigir."
3a318ad6,2023-06-12,25,Medo de ladeiras/subidas,Dirigir em rodovias,10,Maria Eduarda,2.0,2.0,Negativo,Não senti que evoluí. A Maria Eduarda não entendeu meu medo real.
278e456c,2023-01-23,38,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),19,Sueli Lopes,5.0,5.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Sueli Lopes foram perfeitas."
a3e08193,2023-12-23,33,Trauma (acidente anterior),Controle de embreagem (Subidas),9,Aline dos Santos,,4.0,,"Aulas focadas no que eu realmente precisava, sem enrolação."
85ba79b1,2025-11-05,53,Trânsito intenso / Agressividade,Dirigir em rodovias,20,Sueli Lopes,5.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
1c93a427,2024-03-30,27,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,8,Sueli Lopes,4.0,5.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Sueli Lopes.
0292562a,2024-09-28,24,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),9,Fatima Reis,2.0,2.0,Negativo,O preço é muito alto pelo que oferece. A aula atrasou 15 minutos.
75d4dfc8,2024-11-04,47,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),9,Giovana Cordeiro,4.0,5.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
2cfddcf4,2025-11-02,51,Trauma (acidente anterior),Manobras em geral (Ré),9,Sueli Lopes,4.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
498d6627,2024-03-13,55,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),13,Maria Eduarda,4.0,5.0,Positivo,Consegui vencer meu trauma. A Maria Eduarda foi fundamental nesse processo.
908c67ba,2025-08-20,50,Medo de ladeiras/subidas,Manobras em geral (Ré),9,Sueli Lopes,2.0,4.0,Negativo,"O ar-condicionado do carro estava quebrado, foi horrível dirigir no calor."
7b4efdc8,2025-07-30,23,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),10,Fatima Reis,3.0,4.0,Negativo,"Ela não teve paciência com meu trauma, só queria que eu acelerasse."
9b0c56e3,2023-11-21,41,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,11,Giovana Cordeiro,,4.0,,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
0c2a4677,2025-01-21,24,Ansiedade geral / Pânico,Dirigir à noite / Chuva,11,Maria Eduarda,4.0,4.0,Positivo,"A Maria Eduarda não gritou, não foi irônica. Foi 100% apoio."
b386a709,2025-05-30,37,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),19,Giovana Cordeiro,4.0,4.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Giovana Cordeiro funciona. Estou feliz!"
f3788f15,2024-08-22,28,Falta de prática (anos sem dirigir),Dirigir em rodovias,15,Maria Eduarda,4.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
df4e69f9,2023-06-20,40,Falta de prática (anos sem dirigir),Dirigir em rodovias,5,Fatima Reis,3.0,2.0,Negativo,Instrutora Fatima Reis chegou atrasada e não pareceu se importar.
a7672746,2023-09-03,43,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),16,Giovana Cordeiro,4.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
355a9ad2,2025-10-18,26,Trauma (acidente anterior),Controle de embreagem (Subidas),4,Fatima Reis,2.0,2.0,Negativo,Faltou empatia. A Fatima Reis disse que 'era só dirigir' e que meu medo era bobo.
70e5b198,2024-11-19,41,Medo de errar e ser julgada,Dirigir à noite / Chuva,4,Fatima Reis,,3.0,,Instrutora Fatima Reis chegou atrasada e não pareceu se importar.
d8f9bf41,2024-07-03,41,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,17,Maria Eduarda,,5.0,,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
11719a0e,2024-10-30,39,Insegurança em rodovias/velocidade,Manobras em geral (Ré),18,Aline dos Santos,4.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
9989048e,2025-01-31,22,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),6,Fatima Reis,3.0,4.0,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
27d983fe,2024-07-06,25,Medo de errar e ser julgada,Manobras em geral (Ré),12,Maria Eduarda,,4.0,,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
e8ef59bb,2025-10-25,27,Ansiedade geral / Pânico,Manobras em geral (Ré),9,Maria Eduarda,5.0,5.0,Positivo,A instrutora Maria Eduarda tem uma energia ótima e tornou as aulas leves e divertidas.
5f095177,2024-11-13,53,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),10,Aline dos Santos,,5.0,,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
53e51133,2023-09-08,33,Ansiedade geral / Pânico,Dirigir em rodovias,8,Aline dos Santos,4.0,5.0,Positivo,Recomendo a Aline dos Santos para qualquer pessoa que tenha pânico de dirigir.
d66f3491,2025-09-23,30,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,10,Giovana Cordeiro,5.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
55b45e62,2023-02-27,43,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),17,Sueli Lopes,5.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
